Date,LongOnly_NAV
2023-02-13,1.3825173047572943
2023-02-20,1.3768808600914564
2023-02-27,1.3788943186211562
2023-03-06,1.380994558558432
2023-03-13,1.3727786585709059
2023-03-20,1.3811650681728527
2023-03-27,1.374932583362914
2023-04-03,1.3786193876127089
2023-04-10,1.3891572863159884
2023-04-17,1.3933089365375855
2023-04-24,1.3932675322840637
2023-04-28,1.4036496969878889
2023-05-08,1.3918754237267736
2023-05-15,1.3926410450205366
2023-05-22,1.3983042503147267
2023-05-29,1.4032889110879907
2023-06-05,1.4051195216828063
2023-06-12,1.4217976446501124
2023-06-19,1.4282964265597857
2023-06-26,1.4363938832728347
2023-07-03,1.4345659027328046
2023-07-10,1.4530585022020894
2023-07-17,1.4486319516777941
2023-07-24,1.4444815445351868
2023-07-31,1.4417498893004705
2023-08-07,1.4452244104088705
2023-08-14,1.4663401784537862
2023-08-21,1.4738911144284392
2023-08-28,1.479093569569632
2023-09-04,1.4910308055413461
2023-09-11,1.4452353980721833
2023-09-18,1.4413081440935427
2023-09-25,1.4533120241458857
2023-09-29,1.4599256796063078
2023-10-09,1.4839813910924953
2023-10-16,1.4913305356657738
2023-10-23,1.4802481482144423
2023-10-30,1.4787786985036224
2023-11-06,1.4912443389370542
2023-11-13,1.5092946150294266
2023-11-20,1.508104253050786
2023-11-24,1.5168114105275634
2023-12-04,1.5195113915377243
2023-12-11,1.5134714159135214
2023-12-18,1.5147418510403439
2023-12-22,1.5288895820185826
2024-01-01,1.5269831418870627
2024-01-08,1.532049850293528
2024-01-15,1.5224263004507481
2024-01-20,1.4664109860640495
2024-01-29,1.4619570408986313
2024-02-05,1.4886495676952762
2024-02-12,1.4967577967973296
2024-02-19,1.49108070342032
2024-02-26,1.496149387655132
2024-03-04,1.494497346611709
2024-03-11,1.4666293192128024
2024-03-18,1.4374531756987716
2024-03-22,1.4432060318813982
2024-04-01,1.462013478165604
2024-04-08,1.4587296844772932
2024-04-15,1.4589449208574645
2024-04-22,1.4709903400894617
2024-04-29,1.4768289507267416
2024-05-06,1.44434323345001
2024-05-13,1.4761082392588056
2024-05-18,1.4862462760085864
2024-05-27,1.461211502091616
2024-06-03,1.3017806002424195
2024-06-10,1.3127153094032646
2024-06-14,1.3260092456801096
2024-06-24,1.3247323070996093
2024-07-01,1.3167335794872914
2024-07-08,1.3182181270930706
2024-07-15,1.3135092708595129
2024-07-22,1.3000299206484958
2024-07-29,1.2997360236529087
2024-08-05,1.286747617734575
2024-08-12,1.272965359419786
2024-08-19,1.2774330491245534
2024-08-26,1.2815940365381546
2024-09-02,1.286781339532113
2024-09-09,1.293880275211889
2024-09-16,1.2909361248047948
2024-09-23,1.2938248154274106
2024-09-30,1.2980770031390894
2024-10-07,1.3274812762242365
2024-10-14,1.3335886277119653
2024-10-21,1.298652753292175
2024-10-28,1.3169981416032592
2024-11-04,1.3242621385820186
2024-11-11,1.302482626470718
2024-11-18,1.3109111887145803
2024-11-25,1.3097789206796637
2024-12-02,1.3241675037410212
2024-12-09,1.326397379127222
2024-12-16,1.313305367375797
2024-12-23,1.3144504547713167
2024-12-30,1.314782388092564
2025-01-06,1.3253794331183293
2025-01-13,1.3516536645984176
2025-01-20,1.3226264799800231
2025-01-27,1.3196762567590405
2025-02-03,1.3398036937959732
2025-02-10,1.3061394181745634
2025-02-17,1.295826499147347
2025-02-24,1.2919245283602705
2025-03-03,1.2935140336231759
2025-03-10,1.3026058360256636
2025-03-17,1.3248196502703875
2025-03-24,1.3093751026376441
2025-03-28,1.2973635775836985
2025-04-07,1.318603087981825
2025-04-11,1.351202264223384
2025-04-21,1.3562079671399496
2025-04-28,1.3590083791135839
2025-05-05,1.3303726653825194
2025-05-12,1.3295295337277842
2025-05-19,1.3169292915778705
2025-05-26,1.3162976455775586
2025-06-02,1.3104663994565486
2025-06-09,1.3090349776167105
2025-06-16,1.3025700065902204
2025-06-23,1.3130194199504397
2025-06-30,1.3137411017704508
2025-07-07,1.3140541742093879
2025-07-14,1.325490486405563
2025-07-21,1.3199332772556902
2025-07-28,1.3320429091493045
2025-08-04,1.332533733639755
2025-08-11,1.3311116182215517
2025-08-18,1.3374577018060803
2025-08-25,1.313485496600529
2025-09-01,1.3150252841544512
2025-09-08,1.3246460065230368
2025-09-15,1.337497252440312
2025-09-22,1.3377901223077897
2025-09-29,1.3267914488150105
2025-10-06,1.3294417756952637
2025-10-13,1.315314665725887
2025-10-20,1.315244818850853
2025-10-27,1.3180031061119561
2025-11-03,1.3112616998753743
2025-11-10,1.3165321783701347
2025-11-17,1.3046018270662683
2025-11-24,1.3047347326549712
2025-12-01,1.3005320970826906
2025-12-08,1.3107098423716483
2025-12-15,1.2968832338417264
2025-12-22,1.3006643800193511
2025-12-29,1.302940273741963
2026-01-05,1.3025203363913085
2026-01-12,1.2988788107130127
2026-01-19,1.2674534976961576
2026-01-23,1.2678535484110822
2026-02-02,1.301745074377007
2026-02-09,1.3024433628224121
2026-02-16,1.302703629086178
2026-02-23,1.297038062666199
2026-03-02,1.2649133754806754
2026-03-09,1.288471356315648
2026-03-16,1.3035136937758478
2026-03-23,1.3281966322541967
2026-03-30,1.3608495525613173
2026-04-06,1.36357698495593
